YEAR,INTC,CSCO,ADBE,CRM,IBM,AAPL,AMZN,MSFT,FB,GOOG,SP500,VGT
04/01/18,51.62,44.29,221.60,120.99,144.96,165.26,1566.13,93.52,172.00,1017.33,2648.05,170.96
05/01/18,55.20,42.71,249.28,129.33,141.31,186.87,1629.62,98.84,191.78,1084.99,2705.27,183.01
06/01/18,49.71,43.03,243.81,136.40,139.70,185.11,1699.80,98.61,194.32,1115.65,2718.37,181.40
07/01/18,48.10,42.29,244.68,137.15,144.93,190.29,1777.44,106.08,172.58,1217.26,2816.29,186.16
08/01/18,48.43,47.77,263.51,152.68,146.48,227.63,2012.71,112.33,175.73,1218.19,2901.52,202.80
09/01/18,47.29,48.65,269.95,159.03,151.21,225.74,2003.00,114.37,164.46,1193.47,2913.98,202.56
10/01/18,46.88,45.75,245.76,137.24,115.43,218.86,1598.01,106.81,151.79,1076.77,2711.74,185.39
11/01/18,49.31,47.87,250.89,142.76,124.27,178.58,1690.17,110.89,140.61,1094.43,2760.17,182.67
12/01/18,46.93,43.33,226.24,136.97,113.67,157.74,1501.97,101.57,131.09,1035.61,2506.85,166.83
01/01/19,47.12,47.29,247.82,151.97,134.42,166.44,1718.73,104.43,166.69,1116.37,2704.10,180.16
02/01/19,52.96,51.77,262.50,163.65,138.13,173.15,1639.83,112.03,161.45,1119.92,2784.49,193.36
03/01/19,53.70,53.99,266.49,158.37,141.10,189.95,1780.75,117.94,166.69,1173.31,2834.40,200.63
04/01/19,51.04,55.95,289.25,165.35,140.27,200.67,1926.52,130.60,193.40,1188.48,2945.83,213.41
05/01/19,44.04,52.03,270.90,151.41,126.99,175.07,1775.07,123.68,177.47,1103.63,2752.06,194.46
06/01/19,47.87,54.73,294.65,151.73,137.90,197.92,1893.63,133.96,193.00,1080.91,2941.76,210.89
07/01/19,50.55,55.40,298.86,154.50,148.24,213.04,1866.78,136.27,194.23,1216.68,2980.38,218.35
08/01/19,47.41,46.81,284.51,156.07,135.53,208.74,1776.29,137.86,185.67,1188.10,2926.46,213.56
09/01/19,51.53,49.41,276.25,148.44,145.42,223.97,1735.91,139.03,178.08,1219.00,2976.74,215.55
10/01/19,56.53,47.51,277.93,156.49,133.73,248.76,1776.66,143.37,191.65,1260.11,3037.56,223.64
11/01/19,58.05,45.31,309.53,162.89,134.45,267.25,1800.80,151.38,201.64,1304.96,3140.98,236.15
12/01/19,56.02,43.89,302.51,156.43,131.99,259.45,1769.96,149.31,198.71,1320.54,3112.76,231.72
