Date,MarketCap,,,
2008-07-16,21790000000.00,,,
2008-08-12,24190000000.00,,,
2008-09-09,21680000000.00,,,
2008-10-06,16310000000.00,,,
2008-10-31,14140000000.00,,,
2008-11-28,12300000000.00,,,
2008-12-26,11090000000.00,,,
2009-01-26,10440000000.00,,,
2009-02-23,8956000000.00,,,
2009-03-20,10720000000.00,,,
2009-04-17,12940000000.00,,,
2009-05-14,13580000000.00,,,
2009-06-11,15920000000.00,,,
2009-07-09,14400000000.00,,,
2009-08-05,16810000000.00,,,
2009-09-01,16320000000.00,,,
2009-09-29,17120000000.00,,,
2009-10-26,18040000000.00,,,
2009-11-20,18760000000.00,,,
2009-12-18,19520000000.00,,,
2010-01-19,19370000000.00,,,
2010-02-16,16670000000.00,,,
2010-03-15,18660000000.00,,,
2010-04-12,18440000000.00,,,
2010-05-07,17070000000.00,,,
2010-06-04,16590000000.00,,,
2010-07-01,14000000000.00,,,
2010-07-29,15070000000.00,,,
2010-08-25,14430000000.00,,,
2010-09-22,13680000000.00,,,
2010-10-19,14030000000.00,,,
2010-11-15,15010000000.00,,,
2010-12-13,13960000000.00,,,
2011-01-10,16540000000.00,,,
2011-02-07,16940000000.00,,,
2011-03-07,17530000000.00,,,
2011-04-01,17230000000.00,,,
2011-04-29,16920000000.00,,,
2011-05-26,17420000000.00,,,
2011-06-23,15030000000.00,,,
2011-07-21,14600000000.00,,,
2011-08-17,12130000000.00,,,
2011-09-14,12690000000.00,,,
2011-10-11,12680000000.00,,,
2011-11-07,14690000000.00,,,
2011-12-05,13720000000.00,,,
2012-01-03,14040000000.00,,,
2012-01-31,15280000000.00,,,
2012-02-28,16510000000.00,,,
2012-03-26,17070000000.00,,,
2012-04-23,16180000000.00,,,
2012-05-18,15530000000.00,,,
2012-06-15,16000000000.00,,,
2012-07-13,15070000000.00,,,
2012-08-09,16060000000.00,,,
2012-09-06,16220000000.00,,,
2012-10-03,16140000000.00,,,
2012-10-30,16840000000.00,,,
2012-11-27,16430000000.00,,,
2012-12-24,18540000000.00,,,
2013-01-23,19080000000.00,,,
2013-02-20,19450000000.00,,,
2013-03-19,20420000000.00,,,
2013-04-16,22730000000.00,,,
2013-05-13,21890000000.00,,,
2013-06-10,22180000000.00,,,
2013-07-08,23420000000.00,,,
2013-08-02,23830000000.00,,,
2013-08-29,23070000000.00,,,
2013-09-26,26140000000.00,,,
2013-10-23,26520000000.00,,,
2013-11-19,27880000000.00,,,
2013-12-17,28620000000.00,,,
2014-01-15,30610000000.00,,,
2014-02-12,32350000000.00,,,
2014-03-12,33930000000.00,,,
2014-04-08,30770000000.00,,,
2014-05-06,29590000000.00,,,
2014-06-03,31870000000.00,,,
2014-06-30,35990000000.00,,,
2014-07-28,36160000000.00,,,
2014-08-22,35830000000.00,,,
2014-09-19,33390000000.00,,,
2014-10-16,31350000000.00,,,
2014-11-12,35610000000.00,,,
2014-12-10,34750000000.00,,,
2015-01-08,36270000000.00,,,
2015-02-05,36430000000.00,,,
2015-03-05,39310000000.00,,,
2015-04-01,37560000000.00,,,
2015-04-29,38350000000.00,,,
2015-05-27,40100000000.00,,,
2015-06-23,41580000000.00,,,
2015-07-21,40400000000.00,,,
2015-08-17,43180000000.00,,,
2015-09-14,39130000000.00,,,
2015-10-09,41810000000.00,,,
2015-11-05,45170000000.00,,,
2015-12-03,44760000000.00,,,
2015-12-31,46760000000.00,,,
2016-01-29,44420000000.00,,,
2016-02-26,43410000000.00,,,
2016-03-24,46320000000.00,,,
2016-04-21,48210000000.00,,,
2016-05-18,48370000000.00,,,
2016-06-15,48410000000.00,,,
2016-07-13,48500000000.00,,,
2016-08-09,49270000000.00,,,
2016-09-06,51440000000.00,,,
2016-10-03,53920000000.00,,,
2016-10-28,53500000000.00,,,
2016-11-25,52220000000.00,,,
2016-12-22,51760000000.00,,,
2017-01-23,54830000000.00,,,
2017-02-21,59300000000.00,,,
2017-03-21,61930000000.00,,,
2017-04-18,64220000000.00,,,
2017-05-17,66450000000.00,,,
2017-06-14,68200000000.00,,,
2017-07-12,71990000000.00,,,
2017-08-09,73200000000.00,,,
2017-09-06,75780000000.00,,,
2017-10-03,73250000000.00,,,
2017-10-30,86770000000.00,,,
2017-11-27,91190000000.00,,,
2017-12-22,85970000000.00,,,
2018-01-23,98360000000.00,,,
2018-02-20,100100000000.00,,,
2018-03-19,109500000000.00,,,
2018-04-16,111600000000.00,,,
2018-05-11,119100000000.00,,,
2018-06-08,123200000000.00,,,
2018-07-06,121500000000.00,,,
2018-08-02,123500000000.00,,,
2018-08-29,131400000000.00,,,
2018-09-26,131000000000.00,,,
2018-10-23,122900000000.00,,,
2018-11-19,107200000000.00,,,
2018-12-18,110300000000.00,,,
2019-01-16,118000000000.00,,,
2019-02-13,127300000000.00,,,
2019-03-14,130800000000.00,,,
2019-04-10,132500000000.00,,,
